year,category,nominee,winner
1938,ASSISTANT DIRECTOR,The Life of Emile Zola,False
1938,ASSISTANT DIRECTOR,Lost Horizon,False
1938,ASSISTANT DIRECTOR,Souls at Sea,False
1938,ASSISTANT DIRECTOR,A Star Is Born,False
1938,CINEMATOGRAPHY,Dead End,False
1938,CINEMATOGRAPHY,The Good Earth,True
1938,CINEMATOGRAPHY,Wings over Honolulu,False
1938,DANCE DIRECTION,Varsity Show,False
1938,DANCE DIRECTION,"Ready, Willing and Able",False
1938,DANCE DIRECTION,A Day at the Races,False
1938,DANCE DIRECTION,Ali Baba Goes to Town,False
1938,DANCE DIRECTION,Thin Ice,False
1938,DANCE DIRECTION,A Damsel in Distress,True
1938,DANCE DIRECTION,Waikiki Wedding,False
1938,DIRECTING,The Awful Truth,True
1938,DIRECTING,The Good Earth,False
1938,DIRECTING,The Life of Emile Zola,False
1938,DIRECTING,Stage Door,False
1938,DIRECTING,A Star Is Born,False
1938,FILM EDITING,The Awful Truth,False
1938,FILM EDITING,Captains Courageous,False
1938,FILM EDITING,The Good Earth,False
1938,FILM EDITING,Lost Horizon,True
1938,FILM EDITING,One Hundred Men and a Girl,False
1938,MUSIC (Scoring),The Hurricane,False
1938,MUSIC (Scoring),In Old Chicago,False
1938,MUSIC (Scoring),The Life of Emile Zola,False
1938,MUSIC (Scoring),Lost Horizon,False
1938,MUSIC (Scoring),Make a Wish,False
1938,MUSIC (Scoring),Maytime,False
1938,MUSIC (Scoring),One Hundred Men and a Girl,True
1938,MUSIC (Scoring),Portia on Trial,False
1938,MUSIC (Scoring),The Prisoner of Zenda,False
1938,MUSIC (Scoring),Quality Street,False
1938,MUSIC (Scoring),Snow White and the Seven Dwarfs,False
1938,MUSIC (Scoring),Something to Sing About,False
1938,MUSIC (Scoring),Souls at Sea,False
1938,MUSIC (Scoring),Way Out West,False
1938,MUSIC (Song),Mr. Dodd Takes the Air,False
1938,MUSIC (Song),Waikiki Wedding,True
1938,MUSIC (Song),Walter Wanger's Vogues of 1938,False
1938,MUSIC (Song),Shall We Dance,False
1938,MUSIC (Song),Artists and Models,False
1938,OUTSTANDING PRODUCTION,The Awful Truth,False
1938,OUTSTANDING PRODUCTION,Captains Courageous,False
1938,OUTSTANDING PRODUCTION,Dead End,False
1938,OUTSTANDING PRODUCTION,The Good Earth,False
1938,OUTSTANDING PRODUCTION,In Old Chicago,False
1938,OUTSTANDING PRODUCTION,The Life of Emile Zola,True
1938,OUTSTANDING PRODUCTION,Lost Horizon,False
1938,OUTSTANDING PRODUCTION,One Hundred Men and a Girl,False
1938,OUTSTANDING PRODUCTION,Stage Door,False
1938,OUTSTANDING PRODUCTION,A Star Is Born,False
1938,SHORT SUBJECT (Cartoon),Educated Fish,False
1938,SHORT SUBJECT (Cartoon),The Little Match Girl,False
1938,SHORT SUBJECT (Cartoon),The Old Mill,True
1938,SHORT SUBJECT (Color),The Man without a Country,False
1938,SHORT SUBJECT (Color),Penny Wisdom,True
1938,SHORT SUBJECT (Color),Popular Science J-7-1,False
1938,SHORT SUBJECT (One-reel),A Night at the Movies,False
1938,SHORT SUBJECT (One-reel),The Private Life of the Gannets,True
1938,SHORT SUBJECT (One-reel),Romance of Radium,False
1938,SHORT SUBJECT (Two-reel),Deep South,False
1938,SHORT SUBJECT (Two-reel),Should Wives Work?,False
1938,SHORT SUBJECT (Two-reel),Torture Money,True
1938,SOUND RECORDING,The Girl Said No,False
1938,SOUND RECORDING,Hitting a New High,False
1938,SOUND RECORDING,The Hurricane,True
1938,SOUND RECORDING,In Old Chicago,False
1938,SOUND RECORDING,The Life of Emile Zola,False
1938,SOUND RECORDING,Lost Horizon,False
1938,SOUND RECORDING,Maytime,False
1938,SOUND RECORDING,One Hundred Men and a Girl,False
1938,SOUND RECORDING,Topper,False
1938,SOUND RECORDING,Wells Fargo,False
1938,WRITING (Original Story),Black Legion,False
1938,WRITING (Original Story),In Old Chicago,False
1938,WRITING (Original Story),The Life of Emile Zola,False
1938,WRITING (Original Story),One Hundred Men and a Girl,False
1938,WRITING (Original Story),A Star Is Born,True
1938,WRITING (Screenplay),The Awful Truth,False
1938,WRITING (Screenplay),Captains Courageous,False
1938,WRITING (Screenplay),The Life of Emile Zola,True
1938,WRITING (Screenplay),Stage Door,False
1938,WRITING (Screenplay),A Star Is Born,False
1938,SPECIAL AWARD,,True
1938,SPECIAL AWARD,,True
1938,SPECIAL AWARD,,True
1938,SPECIAL AWARD,A Star Is Born,True
1938,IRVING G. THALBERG MEMORIAL AWARD,,True
1939,ACTOR,Algiers,False
1939,ACTOR,Angels with Dirty Faces,False
1939,ACTOR,The Citadel,False
1939,ACTOR,Pygmalion,False
1939,ACTOR,Boys Town,True
1939,ACTOR IN A SUPPORTING ROLE,Kentucky,True
1939,ACTOR IN A SUPPORTING ROLE,Four Daughters,False
1939,ACTOR IN A SUPPORTING ROLE,Algiers,False
1939,ACTOR IN A SUPPORTING ROLE,Marie Antoinette,False
1939,ACTOR IN A SUPPORTING ROLE,If I Were King,False
1939,ACTRESS,White Banners,False
1939,ACTRESS,Jezebel,True
1939,ACTRESS,Pygmalion,False
1939,ACTRESS,Marie Antoinette,False
1939,ACTRESS,Three Comrades,False
1939,ACTRESS IN A SUPPORTING ROLE,Jezebel,True
1939,ACTRESS IN A SUPPORTING ROLE,Of Human Hearts,False
1939,ACTRESS IN A SUPPORTING ROLE,Merrily We Live,False
1939,ACTRESS IN A SUPPORTING ROLE,You Can't Take It with You,False
1939,ACTRESS IN A SUPPORTING ROLE,The Great Waltz,False
1939,ART DIRECTION,The Adventures of Robin Hood,True
1939,ART DIRECTION,The Adventures of Tom Sawyer,False
1939,ART DIRECTION,Alexander's Ragtime Band,False
1939,ART DIRECTION,Algiers,False
1939,ART DIRECTION,Carefree,False
1939,ART DIRECTION,The Goldwyn Follies,False
1939,ART DIRECTION,Holiday,False
1939,ART DIRECTION,If I Were King,False
1939,ART DIRECTION,Mad about Music,False
1939,ART DIRECTION,Marie Antoinette,False
1939,ART DIRECTION,Merrily We Live,False
1939,CINEMATOGRAPHY,Algiers,False
1939,CINEMATOGRAPHY,Army Girl,False
1939,CINEMATOGRAPHY,The Buccaneer,False
1939,CINEMATOGRAPHY,The Great Waltz,True
1939,CINEMATOGRAPHY,Jezebel,False
1939,CINEMATOGRAPHY,Mad about Music,False
1939,CINEMATOGRAPHY,Merrily We Live,False
1939,CINEMATOGRAPHY,Suez,False
1939,CINEMATOGRAPHY,Vivacious Lady,False
1939,CINEMATOGRAPHY,You Can't Take It with You,False
1939,CINEMATOGRAPHY,The Young in Heart,False
1939,DIRECTING,Angels with Dirty Faces,False
1939,DIRECTING,Boys Town,False
1939,DIRECTING,The Citadel,False
1939,DIRECTING,Four Daughters,False
1939,DIRECTING,You Can't Take It with You,True
1939,FILM EDITING,The Adventures of Robin Hood,True
1939,FILM EDITING,Alexander's Ragtime Band,False
1939,FILM EDITING,The Great Waltz,False
1939,FILM EDITING,Test Pilot,False
1939,FILM EDITING,You Can't Take It with You,False
1939,MUSIC (Original Score),The Adventures of Robin Hood,True
1939,MUSIC (Original Score),Army Girl,False
1939,MUSIC (Original Score),Block-Heads,False
1939,MUSIC (Original Score),Blockade,False
1939,MUSIC (Original Score),Breaking the Ice,False
1939,MUSIC (Original Score),The Cowboy and the Lady,False
1939,MUSIC (Original Score),If I Were King,False
1939,MUSIC (Original Score),Marie Antoinette,False
1939,MUSIC (Original Score),Pacific Liner,False
1939,MUSIC (Original Score),Suez,False
1939,MUSIC (Original Score),The Young in Heart,False
1939,MUSIC (Scoring),Alexander's Ragtime Band,True
1939,MUSIC (Scoring),Carefree,False
1939,MUSIC (Scoring),Girls' School,False
1939,MUSIC (Scoring),The Goldwyn Follies,False
1939,MUSIC (Scoring),Jezebel,False
1939,MUSIC (Scoring),Mad about Music,False
1939,MUSIC (Scoring),Storm over Bengal,False
1939,MUSIC (Scoring),Sweethearts,False
1939,MUSIC (Scoring),There Goes My Heart,False
1939,MUSIC (Scoring),Tropic Holiday,False
1939,MUSIC (Scoring),The Young in Heart,False
1939,MUSIC (Song),Mannequin,False
1939,MUSIC (Song),Carefree,False
1939,MUSIC (Song),The Cowboy and the Lady,False
1939,MUSIC (Song),Under Western Stars,False
1939,MUSIC (Song),Going Places,False
1939,MUSIC (Song),Merrily We Live,False
1939,MUSIC (Song),The Lady Objects,False
1939,MUSIC (Song),That Certain Age,False
1939,MUSIC (Song),Alexander's Ragtime Band,False
1939,MUSIC (Song),The Big Broadcast of 1938,True
1939,OUTSTANDING PRODUCTION,The Adventures of Robin Hood,False
1939,OUTSTANDING PRODUCTION,Alexander's Ragtime Band,False
1939,OUTSTANDING PRODUCTION,Boys Town,False
1939,OUTSTANDING PRODUCTION,The Citadel,False
1939,OUTSTANDING PRODUCTION,Four Daughters,False
1939,OUTSTANDING PRODUCTION,Grand Illusion,False
1939,OUTSTANDING PRODUCTION,Jezebel,False
1939,OUTSTANDING PRODUCTION,Pygmalion,False
1939,OUTSTANDING PRODUCTION,Test Pilot,False
1939,OUTSTANDING PRODUCTION,You Can't Take It with You,True
1939,SHORT SUBJECT (Cartoon),Brave Little Tailor,False
1939,SHORT SUBJECT (Cartoon),Ferdinand the Bull,True
1939,SHORT SUBJECT (Cartoon),Good Scouts,False
1939,SHORT SUBJECT (Cartoon),Hunky and Spunky,False
1939,SHORT SUBJECT (Cartoon),Mother Goose Goes Hollywood,False
1939,SHORT SUBJECT (One-reel),The Great Heart,False
1939,SHORT SUBJECT (One-reel),That Mothers Might Live,True
1939,SHORT SUBJECT (One-reel),Timber Toppers,False
1939,SHORT SUBJECT (Two-reel),Declaration of Independence,True
1939,SHORT SUBJECT (Two-reel),Swingtime in the Movies,False
1939,SHORT SUBJECT (Two-reel),They're Always Caught,False
1939,SOUND RECORDING,Army Girl,False
1939,SOUND RECORDING,The Cowboy and the Lady,True
1939,SOUND RECORDING,Four Daughters,False
1939,SOUND RECORDING,If I Were King,False
1939,SOUND RECORDING,Merrily We Live,False
1939,SOUND RECORDING,Suez,False
1939,SOUND RECORDING,Sweethearts,False
1939,SOUND RECORDING,That Certain Age,False
1939,SOUND RECORDING,Vivacious Lady,False
1939,SOUND RECORDING,You Can't Take It with You,False
1939,WRITING (Original Story),Alexander's Ragtime Band,False
1939,WRITING (Original Story),Angels with Dirty Faces,False
1939,WRITING (Original Story),Blockade,False
1939,WRITING (Original Story),Boys Town,True
1939,WRITING (Original Story),Mad about Music,False
1939,WRITING (Original Story),Test Pilot,False
1939,WRITING (Screenplay),Boys Town,False
1939,WRITING (Screenplay),The Citadel,False
1939,WRITING (Screenplay),Four Daughters,False
1939,WRITING (Screenplay),Pygmalion,True
1939,WRITING (Screenplay),You Can't Take It with You,False
1939,SPECIAL AWARD,,True
1939,SPECIAL AWARD,,True
1939,SPECIAL AWARD,Snow White and the Seven Dwarfs,True
1939,SPECIAL AWARD,Sweethearts,True
1939,SPECIAL AWARD,Spawn of the North,True
1939,SPECIAL AWARD,,True
1939,IRVING G. THALBERG MEMORIAL AWARD,,False
1939,IRVING G. THALBERG MEMORIAL AWARD,,False
1939,IRVING G. THALBERG MEMORIAL AWARD,,False
1939,IRVING G. THALBERG MEMORIAL AWARD,,False
1939,IRVING G. THALBERG MEMORIAL AWARD,,True
1939,IRVING G. THALBERG MEMORIAL AWARD,,False
1939,IRVING G. THALBERG MEMORIAL AWARD,,False
1940,ACTOR,"Goodbye, Mr. Chips",True
1940,ACTOR,Gone with the Wind,False
1940,ACTOR,Wuthering Heights,False
1940,ACTOR,Babes in Arms,False
1940,ACTOR,Mr. Smith Goes to Washington,False
1940,ACTOR IN A SUPPORTING ROLE,Juarez,False
1940,ACTOR IN A SUPPORTING ROLE,Mr. Smith Goes to Washington,False
1940,ACTOR IN A SUPPORTING ROLE,Beau Geste,False
1940,ACTOR IN A SUPPORTING ROLE,Stagecoach,True
1940,ACTOR IN A SUPPORTING ROLE,Mr. Smith Goes to Washington,False
1940,ACTRESS,Dark Victory,False
1940,ACTRESS,Love Affair,False
1940,ACTRESS,Ninotchka,False
1940,ACTRESS,"Goodbye, Mr. Chips",False
1940,ACTRESS,Gone with the Wind,True
1940,ACTRESS IN A SUPPORTING ROLE,Gone with the Wind,False
1940,ACTRESS IN A SUPPORTING ROLE,Wuthering Heights,False
1940,ACTRESS IN A SUPPORTING ROLE,Gone with the Wind,True
1940,ACTRESS IN A SUPPORTING ROLE,Drums along the Mohawk,False
1940,ACTRESS IN A SUPPORTING ROLE,Love Affair,False
1940,ART DIRECTION,Beau Geste,False
1940,ART DIRECTION,Captain Fury,False
1940,ART DIRECTION,First Love,False
1940,ART DIRECTION,Gone with the Wind,True
1940,ART DIRECTION,Love Affair,False
1940,ART DIRECTION,Man of Conquest,False
1940,ART DIRECTION,Mr. Smith Goes to Washington,False
1940,ART DIRECTION,The Private Lives of Elizabeth and Essex,False
1940,ART DIRECTION,The Rains Came,False
1940,ART DIRECTION,Stagecoach,False
1940,ART DIRECTION,The Wizard of Oz,False
1940,ART DIRECTION,Wuthering Heights,False
1940,CINEMATOGRAPHY (Black-and-White),First Love,False
1940,CINEMATOGRAPHY (Black-and-White),The Great Victor Herbert,False
1940,CINEMATOGRAPHY (Black-and-White),Gunga Din,False
1940,CINEMATOGRAPHY (Black-and-White),Intermezzo,False
1940,CINEMATOGRAPHY (Black-and-White),Juarez,False
1940,CINEMATOGRAPHY (Black-and-White),Lady of the Tropics,False
1940,CINEMATOGRAPHY (Black-and-White),Of Mice and Men,False
1940,CINEMATOGRAPHY (Black-and-White),Only Angels Have Wings,False
1940,CINEMATOGRAPHY (Black-and-White),The Rains Came,False
1940,CINEMATOGRAPHY (Black-and-White),Stagecoach,False
1940,CINEMATOGRAPHY (Black-and-White),Wuthering Heights,True
1940,CINEMATOGRAPHY (Color),Drums along the Mohawk,False
1940,CINEMATOGRAPHY (Color),Four Feathers,False
1940,CINEMATOGRAPHY (Color),Gone with the Wind,True
1940,CINEMATOGRAPHY (Color),The Mikado,False
1940,CINEMATOGRAPHY (Color),The Private Lives of Elizabeth and Essex,False
1940,CINEMATOGRAPHY (Color),The Wizard of Oz,False
1940,DIRECTING,Gone with the Wind,True
1940,DIRECTING,"Goodbye, Mr. Chips",False
1940,DIRECTING,Mr. Smith Goes to Washington,False
1940,DIRECTING,Stagecoach,False
1940,DIRECTING,Wuthering Heights,False
1940,FILM EDITING,Gone with the Wind,True
1940,FILM EDITING,"Goodbye, Mr. Chips",False
1940,FILM EDITING,Mr. Smith Goes to Washington,False
1940,FILM EDITING,The Rains Came,False
1940,FILM EDITING,Stagecoach,False
1940,MUSIC (Original Score),Dark Victory,False
1940,MUSIC (Original Score),Eternally Yours,False
1940,MUSIC (Original Score),Golden Boy,False
1940,MUSIC (Original Score),Gone with the Wind,False
1940,MUSIC (Original Score),Gulliver's Travels,False
1940,MUSIC (Original Score),The Man in the Iron Mask,False
1940,MUSIC (Original Score),Man of Conquest,False
1940,MUSIC (Original Score),Nurse Edith Cavell,False
1940,MUSIC (Original Score),Of Mice and Men,False
1940,MUSIC (Original Score),The Rains Came,False
1940,MUSIC (Original Score),The Wizard of Oz,True
1940,MUSIC (Original Score),Wuthering Heights,False
1940,MUSIC (Scoring),Babes in Arms,False
1940,MUSIC (Scoring),First Love,False
1940,MUSIC (Scoring),The Great Victor Herbert,False
1940,MUSIC (Scoring),The Hunchback of Notre Dame,False
1940,MUSIC (Scoring),Intermezzo,False
1940,MUSIC (Scoring),Mr. Smith Goes to Washington,False
1940,MUSIC (Scoring),Of Mice and Men,False
1940,MUSIC (Scoring),The Private Lives of Elizabeth and Essex,False
1940,MUSIC (Scoring),She Married a Cop,False
1940,MUSIC (Scoring),Stagecoach,True
1940,MUSIC (Scoring),Swanee River,False
1940,MUSIC (Scoring),They Shall Have Music,False
1940,MUSIC (Scoring),Way Down South,False
1940,MUSIC (Song),Gulliver's Travels,False
1940,MUSIC (Song),Second Fiddle,False
1940,MUSIC (Song),The Wizard of Oz,True
1940,MUSIC (Song),Love Affair,False
1940,OUTSTANDING PRODUCTION,Dark Victory,False
1940,OUTSTANDING PRODUCTION,Gone with the Wind,True
1940,OUTSTANDING PRODUCTION,"Goodbye, Mr. Chips",False
1940,OUTSTANDING PRODUCTION,Love Affair,False
1940,OUTSTANDING PRODUCTION,Mr. Smith Goes to Washington,False
1940,OUTSTANDING PRODUCTION,Ninotchka,False
1940,OUTSTANDING PRODUCTION,Of Mice and Men,False
1940,OUTSTANDING PRODUCTION,Stagecoach,False
1940,OUTSTANDING PRODUCTION,The Wizard of Oz,False
1940,OUTSTANDING PRODUCTION,Wuthering Heights,False
1940,SHORT SUBJECT (Cartoon),Detouring America,False
1940,SHORT SUBJECT (Cartoon),Peace on Earth,False
1940,SHORT SUBJECT (Cartoon),The Pointer,False
1940,SHORT SUBJECT (Cartoon),The Ugly Duckling,True
1940,SHORT SUBJECT (One-reel),Busy Little Bears,True
1940,SHORT SUBJECT (One-reel),Information Please,False
1940,SHORT SUBJECT (One-reel),Prophet without Honor,False
1940,SHORT SUBJECT (One-reel),Sword Fishing,False
1940,SHORT SUBJECT (Two-reel),Drunk Driving,False
1940,SHORT SUBJECT (Two-reel),Five Times Five,False
1940,SHORT SUBJECT (Two-reel),Sons of Liberty,True
1940,SOUND RECORDING,Balalaika,False
1940,SOUND RECORDING,Gone with the Wind,False
1940,SOUND RECORDING,"Goodbye, Mr. Chips",False
1940,SOUND RECORDING,The Great Victor Herbert,False
1940,SOUND RECORDING,The Hunchback of Notre Dame,False
1940,SOUND RECORDING,Man of Conquest,False
1940,SOUND RECORDING,Mr. Smith Goes to Washington,False
1940,SOUND RECORDING,Of Mice and Men,False
1940,SOUND RECORDING,The Private Lives of Elizabeth and Essex,False
1940,SOUND RECORDING,The Rains Came,False
1940,SOUND RECORDING,When Tomorrow Comes,True
1940,SPECIAL EFFECTS,Gone with the Wind,False
1940,SPECIAL EFFECTS,Only Angels Have Wings,False
1940,SPECIAL EFFECTS,The Private Lives of Elizabeth and Essex,False
1940,SPECIAL EFFECTS,The Rains Came,True
1940,SPECIAL EFFECTS,Topper Takes a Trip,False
1940,SPECIAL EFFECTS,Union Pacific,False
1940,SPECIAL EFFECTS,The Wizard of Oz,False
1940,WRITING (Original Story),Bachelor Mother,False
1940,WRITING (Original Story),Love Affair,False
1940,WRITING (Original Story),Mr. Smith Goes to Washington,True
1940,WRITING (Original Story),Ninotchka,False
1940,WRITING (Original Story),Young Mr. Lincoln,False
1940,WRITING (Screenplay),Gone with the Wind,True
1940,WRITING (Screenplay),"Goodbye, Mr. Chips",False
1940,WRITING (Screenplay),Mr. Smith Goes to Washington,False
1940,WRITING (Screenplay),Ninotchka,False
1940,WRITING (Screenplay),Wuthering Heights,False
1940,SPECIAL AWARD,,True
1940,SPECIAL AWARD,,True
1940,SPECIAL AWARD,,True
1940,SPECIAL AWARD,Gone with the Wind,True
1940,SPECIAL AWARD,,True
1940,IRVING G. THALBERG MEMORIAL AWARD,,True
1941,ACTOR,The Great Dictator,False
1941,ACTOR,The Grapes of Wrath,False
1941,ACTOR,Abe Lincoln in Illinois,False
1941,ACTOR,Rebecca,False
1941,ACTOR,The Philadelphia Story,True
1941,ACTOR IN A SUPPORTING ROLE,Foreign Correspondent,False
1941,ACTOR IN A SUPPORTING ROLE,The Westerner,True
1941,ACTOR IN A SUPPORTING ROLE,They Knew What They Wanted,False
1941,ACTOR IN A SUPPORTING ROLE,The Great Dictator,False
1941,ACTOR IN A SUPPORTING ROLE,The Letter,False
1941,ACTRESS,The Letter,False
1941,ACTRESS,Rebecca,False
1941,ACTRESS,The Philadelphia Story,False
1941,ACTRESS,Kitty Foyle,True
1941,ACTRESS,Our Town,False
1941,ACTRESS IN A SUPPORTING ROLE,Rebecca,False
1941,ACTRESS IN A SUPPORTING ROLE,The Grapes of Wrath,True
1941,ACTRESS IN A SUPPORTING ROLE,The Philadelphia Story,False
1941,ACTRESS IN A SUPPORTING ROLE,"All This, and Heaven Too",False
1941,ACTRESS IN A SUPPORTING ROLE,Primrose Path,False
1941,ART DIRECTION (Black-and-White),"Arise, My Love",False
1941,ART DIRECTION (Black-and-White),Arizona,False
1941,ART DIRECTION (Black-and-White),The Boys from Syracuse,False
1941,ART DIRECTION (Black-and-White),The Dark Command,False
1941,ART DIRECTION (Black-and-White),Foreign Correspondent,False
1941,ART DIRECTION (Black-and-White),Lillian Russell,False
1941,ART DIRECTION (Black-and-White),My Favorite Wife,False
1941,ART DIRECTION (Black-and-White),"My Son, My Son!",False
1941,ART DIRECTION (Black-and-White),Our Town,False
1941,ART DIRECTION (Black-and-White),Pride and Prejudice,True
1941,ART DIRECTION (Black-and-White),Rebecca,False
1941,ART DIRECTION (Black-and-White),The Sea Hawk,False
1941,ART DIRECTION (Black-and-White),The Westerner,False
1941,ART DIRECTION (Color),Bitter Sweet,False
1941,ART DIRECTION (Color),Down Argentine Way,False
1941,ART DIRECTION (Color),North West Mounted Police,False
1941,ART DIRECTION (Color),The Thief of Bagdad,True
1941,CINEMATOGRAPHY (Black-and-White),Abe Lincoln in Illinois,False
1941,CINEMATOGRAPHY (Black-and-White),"All This, and Heaven Too",False
1941,CINEMATOGRAPHY (Black-and-White),"Arise, My Love",False
1941,CINEMATOGRAPHY (Black-and-White),Boom Town,False
1941,CINEMATOGRAPHY (Black-and-White),Foreign Correspondent,False
1941,CINEMATOGRAPHY (Black-and-White),The Letter,False
1941,CINEMATOGRAPHY (Black-and-White),The Long Voyage Home,False
1941,CINEMATOGRAPHY (Black-and-White),Rebecca,True
1941,CINEMATOGRAPHY (Black-and-White),Spring Parade,False
1941,CINEMATOGRAPHY (Black-and-White),Waterloo Bridge,False
1941,CINEMATOGRAPHY (Color),Bitter Sweet,False
1941,CINEMATOGRAPHY (Color),The Blue Bird,False
1941,CINEMATOGRAPHY (Color),Down Argentine Way,False
1941,CINEMATOGRAPHY (Color),North West Mounted Police,False
1941,CINEMATOGRAPHY (Color),Northwest Passage,False
1941,CINEMATOGRAPHY (Color),The Thief of Bagdad,True
1941,DIRECTING,The Grapes of Wrath,True
1941,DIRECTING,Kitty Foyle,False
1941,DIRECTING,The Letter,False
1941,DIRECTING,The Philadelphia Story,False
1941,DIRECTING,Rebecca,False
1941,FILM EDITING,The Grapes of Wrath,False
1941,FILM EDITING,The Letter,False
1941,FILM EDITING,The Long Voyage Home,False
1941,FILM EDITING,North West Mounted Police,True
1941,FILM EDITING,Rebecca,False
1941,MUSIC (Original Score),Arizona,False
1941,MUSIC (Original Score),The Dark Command,False
1941,MUSIC (Original Score),The Fight for Life,False
1941,MUSIC (Original Score),The Great Dictator,False
