title,stars_in_movie,critic_score,audience_score,awards_all,nomination_count,award_count,awards_won,awards_nominated,worldwide_gross,production_budget
Ghostbusters,"Chris Hemsworth, Sigourney Weaver",95.0,88.0,"Oscars - MUSIC (Original Song)(Nominated)
Oscars - VISUAL EFFECTS(Nominated)
BAFTAs - Film | Special Visual Effects in 1985(Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Original Song - Motion Picture(Nominated)",6,0,,"Oscars - MUSIC (Original Song)(Nominated)
Oscars - VISUAL EFFECTS(Nominated)
BAFTAs - Film | Special Visual Effects in 1985(Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Original Song - Motion Picture(Nominated)",295582480.0,"$144,000,000"
Ghostbusters,"Chris Hemsworth, Sigourney Weaver",95.0,88.0,"Oscars - MUSIC (Original Song)(Nominated)
Oscars - VISUAL EFFECTS(Nominated)
BAFTAs - Film | Special Visual Effects in 1985(Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Original Song - Motion Picture(Nominated)",6,0,,"Oscars - MUSIC (Original Song)(Nominated)
Oscars - VISUAL EFFECTS(Nominated)
BAFTAs - Film | Special Visual Effects in 1985(Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Original Song - Motion Picture(Nominated)",295582480.0,"$30,000,000"
Beverly Hills Cop,,82.0,82.0,"Oscars - WRITING (Screenplay Written Directly for the Screen)(Nominated)
BAFTAs - Film | Score For A Film in 1986(Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)",4,0,,"Oscars - WRITING (Screenplay Written Directly for the Screen)(Nominated)
BAFTAs - Film | Score For A Film in 1986(Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)",316300000.0,"$15,000,000"
Indiana Jones and the Temple of Doom,Harrison Ford,77.0,82.0,"Oscars - MUSIC (Original Score)(Nominated)
Oscars - VISUAL EFFECTS(Won)",2,1,Oscars - VISUAL EFFECTS(Won),Oscars - MUSIC (Original Score)(Nominated),333080271.0,"$28,000,000"
Gremlins,,86.0,78.0,,0,0,,,164029770.0,"$11,000,000"
The Karate Kid,,90.0,82.0,Oscars - ACTOR IN A SUPPORTING ROLE(Nominated),1,0,,Oscars - ACTOR IN A SUPPORTING ROLE(Nominated),351774938.0,"$40,000,000"
The Karate Kid,,90.0,82.0,Oscars - ACTOR IN A SUPPORTING ROLE(Nominated),1,0,,Oscars - ACTOR IN A SUPPORTING ROLE(Nominated),351774938.0,"$8,000,000"
Police Academy,,56.0,64.0,,0,0,,,81198894.0,"$4,500,000"
Footloose,,55.0,71.0,"Oscars - MUSIC (Original Song)(Nominated)
Oscars - MUSIC (Original Song)(Nominated)
Golden Globes - Best Original Song - Motion Picture(Nominated)",3,0,,"Oscars - MUSIC (Original Song)(Nominated)
Oscars - MUSIC (Original Song)(Nominated)
Golden Globes - Best Original Song - Motion Picture(Nominated)",80009427.0,"$24,000,000"
Footloose,,55.0,71.0,"Oscars - MUSIC (Original Song)(Nominated)
Oscars - MUSIC (Original Song)(Nominated)
Golden Globes - Best Original Song - Motion Picture(Nominated)",3,0,,"Oscars - MUSIC (Original Song)(Nominated)
Oscars - MUSIC (Original Song)(Nominated)
Golden Globes - Best Original Song - Motion Picture(Nominated)",80009427.0,"$8,200,000"
Star Trek III: The Search for Spock,,79.0,68.0,,0,0,,,87000000.0,"$18,000,000"
Splash,Tom Hanks,91.0,62.0,"Oscars - WRITING (Screenplay Written Directly for the Screen)(Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy(Nominated)",2,0,,"Oscars - WRITING (Screenplay Written Directly for the Screen)(Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy(Nominated)",62599495.0,"$8,000,000"
Repo Man,,98.0,78.0,,0,0,,,,"$1,500,000"
The Hotel New Hampshire,,71.0,50.0,,0,0,,,,"$7,500,000"
Firestarter,,40.0,53.0,,0,0,,,,"$15,000,000"
Firestarter,,40.0,53.0,,0,0,,,,"$12,000,000"
Once Upon a Time in America,Robert De Niro,86.0,93.0,"Golden Globes - Best Director - Motion Picture(Nominated)
Golden Globes - Best Original Score - Motion Picture(Nominated)",2,0,,"Golden Globes - Best Director - Motion Picture(Nominated)
Golden Globes - Best Original Score - Motion Picture(Nominated)",,"$30,000,000"
Conan the Destroyer,,26.0,38.0,,0,0,,,26400000.0,"$18,000,000"
The Neverending Story,,83.0,81.0,,0,0,,,21454405.0,"$27,000,000"
Red Dawn,,50.0,65.0,,0,0,,,48164150.0,"$65,000,000"
Sheena,,11.0,33.0,,0,0,,,,"$25,000,000"
C.H.U.D.,,29.0,33.0,,0,0,,,,"$1,250,000"
Amadeus,,89.0,95.0,"Oscars - ACTOR IN A LEADING ROLE(Won)
Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - ART DIRECTION(Won)
Oscars - CINEMATOGRAPHY(Nominated)
Oscars - COSTUME DESIGN(Won)
Oscars - DIRECTING(Won)
Oscars - FILM EDITING(Nominated)
Oscars - MAKEUP(Won)
Oscars - BEST PICTURE(Won)
Oscars - SOUND(Won)
Oscars - WRITING (Screenplay Based on Material from Another Medium)(Won)
BAFTAs - Film | Adapted Screenplay in 1986(Nominated)
BAFTAs - Film | Cinematography in 1986(Won)
BAFTAs - Film | Costume Design in 1986(Nominated)
BAFTAs - Film | Editing in 1986(Won)
BAFTAs - Film | Film in 1986(Nominated)
BAFTAs - Film | Production Design in 1986(Nominated)
BAFTAs - Film | Sound in 1986(Won)
Golden Globes - Best Motion Picture - Drama(Won)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama(Won)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Director - Motion Picture(Won)
Golden Globes - Best Screenplay - Motion Picture(Won)",24,15,"Oscars - ACTOR IN A LEADING ROLE(Won)
Oscars - ART DIRECTION(Won)
Oscars - COSTUME DESIGN(Won)
Oscars - DIRECTING(Won)
Oscars - MAKEUP(Won)
Oscars - BEST PICTURE(Won)
Oscars - SOUND(Won)
Oscars - WRITING (Screenplay Based on Material from Another Medium)(Won)
BAFTAs - Film | Cinematography in 1986(Won)
BAFTAs - Film | Editing in 1986(Won)
BAFTAs - Film | Sound in 1986(Won)
Golden Globes - Best Motion Picture - Drama(Won)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama(Won)
Golden Globes - Best Director - Motion Picture(Won)
Golden Globes - Best Screenplay - Motion Picture(Won)","Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - CINEMATOGRAPHY(Nominated)
Oscars - FILM EDITING(Nominated)
BAFTAs - Film | Adapted Screenplay in 1986(Nominated)
BAFTAs - Film | Costume Design in 1986(Nominated)
BAFTAs - Film | Film in 1986(Nominated)
BAFTAs - Film | Production Design in 1986(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)",52025100.0,"$18,000,000"
Heartbreakers,"Carrie Fisher, Sigourney Weaver",80.0,53.0,,0,0,,,57753825.0,"$38,000,000"
Body Double,,78.0,65.0,Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated),1,0,,Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated),,"$10,000,000"
The Terminator,,100.0,89.0,,0,0,,,78019031.0,"$6,400,000"
The Killing Fields,,93.0,91.0,"Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - ACTOR IN A SUPPORTING ROLE(Won)
Oscars - CINEMATOGRAPHY(Won)
Oscars - DIRECTING(Nominated)
Oscars - FILM EDITING(Won)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Screenplay Based on Material from Another Medium)(Nominated)
BAFTAs - Film | Adapted Screenplay in 1985(Won)
BAFTAs - Film | Cinematography in 1985(Won)
BAFTAs - Film | Direction in 1985(Nominated)
BAFTAs - Film | Editing in 1985(Won)
BAFTAs - Film | Film in 1985(Won)
BAFTAs - Film | Production Design in 1985(Won)
BAFTAs - Film | Score For A Film in 1985(Nominated)
BAFTAs - Film | Sound in 1985(Won)
BAFTAs - Film | Special Visual Effects in 1985(Nominated)",16,9,"Oscars - ACTOR IN A SUPPORTING ROLE(Won)
Oscars - CINEMATOGRAPHY(Won)
Oscars - FILM EDITING(Won)
BAFTAs - Film | Adapted Screenplay in 1985(Won)
BAFTAs - Film | Cinematography in 1985(Won)
BAFTAs - Film | Editing in 1985(Won)
BAFTAs - Film | Film in 1985(Won)
BAFTAs - Film | Production Design in 1985(Won)
BAFTAs - Film | Sound in 1985(Won)","Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Screenplay Based on Material from Another Medium)(Nominated)
BAFTAs - Film | Direction in 1985(Nominated)
BAFTAs - Film | Score For A Film in 1985(Nominated)
BAFTAs - Film | Special Visual Effects in 1985(Nominated)",34609720.0,"$16,000,000"
A Nightmare on Elm Street,Johnny Depp,95.0,84.0,,0,0,,,117729618.0,"$35,000,000"
A Nightmare on Elm Street,Johnny Depp,95.0,84.0,,0,0,,,117729618.0,"$1,800,000"
The Cotton Club,,74.0,57.0,"Oscars - ART DIRECTION(Nominated)
Oscars - FILM EDITING(Nominated)
BAFTAs - Film | Costume Design in 1986(Won)
BAFTAs - Film | Sound in 1986(Nominated)",4,1,BAFTAs - Film | Costume Design in 1986(Won),"Oscars - ART DIRECTION(Nominated)
Oscars - FILM EDITING(Nominated)
BAFTAs - Film | Sound in 1986(Nominated)",25928721.0,"$48,000,000"
A Passage to India,,76.0,79.0,"Oscars - ACTRESS IN A LEADING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Won)
Oscars - ART DIRECTION(Nominated)
Oscars - CINEMATOGRAPHY(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - MUSIC (Original Score)(Won)
Oscars - BEST PICTURE(Nominated)
Oscars - SOUND(Nominated)
Oscars - WRITING (Screenplay Based on Material from Another Medium)(Nominated)",11,2,"Oscars - ACTRESS IN A SUPPORTING ROLE(Won)
Oscars - MUSIC (Original Score)(Won)","Oscars - ACTRESS IN A LEADING ROLE(Nominated)
Oscars - ART DIRECTION(Nominated)
Oscars - CINEMATOGRAPHY(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - SOUND(Nominated)
Oscars - WRITING (Screenplay Based on Material from Another Medium)(Nominated)",27187896.0,"$27,500,000"
Back to the Future,,93.0,95.0,"Oscars - MUSIC (Original Song)(Nominated)
Oscars - SOUND(Nominated)
Oscars - SOUND EFFECTS EDITING(Won)
Oscars - WRITING (Screenplay Written Directly for the Screen)(Nominated)",4,1,Oscars - SOUND EFFECTS EDITING(Won),"Oscars - MUSIC (Original Song)(Nominated)
Oscars - SOUND(Nominated)
Oscars - WRITING (Screenplay Written Directly for the Screen)(Nominated)",388862657.0,"$19,000,000"
Rambo: First Blood Part II,,33.0,60.0,Oscars - SOUND EFFECTS EDITING(Nominated),1,0,,Oscars - SOUND EFFECTS EDITING(Nominated),300400000.0,"$44,000,000"
The Color Purple,,82.0,95.0,"Oscars - ACTRESS IN A LEADING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - ART DIRECTION(Nominated)
Oscars - CINEMATOGRAPHY(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - MAKEUP(Nominated)
Oscars - MUSIC (Original Score)(Nominated)
Oscars - MUSIC (Original Song)(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Screenplay Based on Material from Another Medium)(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
BAFTAs - Film | Adapted Screenplay in 1987(Nominated)",13,0,,"Oscars - ACTRESS IN A LEADING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - ART DIRECTION(Nominated)
Oscars - CINEMATOGRAPHY(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - MAKEUP(Nominated)
Oscars - MUSIC (Original Score)(Nominated)
Oscars - MUSIC (Original Song)(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Screenplay Based on Material from Another Medium)(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
BAFTAs - Film | Adapted Screenplay in 1987(Nominated)",94029472.0,"$15,000,000"
Out of Africa,Meryl Streep,62.0,82.0,"Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A LEADING ROLE(Nominated)
Oscars - ART DIRECTION(Won)
Oscars - CINEMATOGRAPHY(Won)
Oscars - COSTUME DESIGN(Nominated)
Oscars - DIRECTING(Won)
Oscars - FILM EDITING(Nominated)
Oscars - MUSIC (Original Score)(Won)
Oscars - BEST PICTURE(Won)
Oscars - SOUND(Won)
Oscars - WRITING (Screenplay Based on Material from Another Medium)(Won)
Golden Globes - Best Motion Picture - Drama(Won)
Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Won)
Golden Globes - Best Director - Motion Picture(Nominated)
Golden Globes - Best Screenplay - Motion Picture(Nominated)
Golden Globes - Best Original Score - Motion Picture(Won)",17,10,"Oscars - ART DIRECTION(Won)
Oscars - CINEMATOGRAPHY(Won)
Oscars - DIRECTING(Won)
Oscars - MUSIC (Original Score)(Won)
Oscars - BEST PICTURE(Won)
Oscars - SOUND(Won)
Oscars - WRITING (Screenplay Based on Material from Another Medium)(Won)
Golden Globes - Best Motion Picture - Drama(Won)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Won)
Golden Globes - Best Original Score - Motion Picture(Won)","Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A LEADING ROLE(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - FILM EDITING(Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Nominated)
Golden Globes - Best Director - Motion Picture(Nominated)
Golden Globes - Best Screenplay - Motion Picture(Nominated)",258210860.0,"$28,000,000"
The Goonies,,77.0,91.0,,0,0,,,69649283.0,"$19,000,000"
Water,,91.0,90.0,Oscars - FOREIGN LANGUAGE FILM(Nominated),1,0,,Oscars - FOREIGN LANGUAGE FILM(Nominated),,"$3,000,000"
Blood Simple,,94.0,88.0,,0,0,,,,"$1,500,000"
The Last Dragon,,61.0,86.0,,0,0,,,33000750.0,"$10,000,000"
Ladyhawke,Matthew Broderick,67.0,74.0,"Oscars - SOUND(Nominated)
Oscars - SOUND EFFECTS EDITING(Nominated)",2,0,,"Oscars - SOUND(Nominated)
Oscars - SOUND EFFECTS EDITING(Nominated)",18400000.0,"$20,000,000"
Creature,,90.0,80.0,,0,0,,,,"$3,000,000"
Pale Rider,,93.0,83.0,,0,0,,,41410568.0,"$6,900,000"
Mad Max Beyond Thunderdome,,79.0,49.0,Golden Globes - Best Original Song - Motion Picture(Nominated),1,0,,Golden Globes - Best Original Song - Motion Picture(Nominated),36230294.0,"$10,000,000"
Silverado,Jeff Goldblum,78.0,80.0,"Oscars - MUSIC (Original Score)(Nominated)
Oscars - SOUND(Nominated)",2,0,,"Oscars - MUSIC (Original Score)(Nominated)
Oscars - SOUND(Nominated)",33200000.0,"$26,000,000"
The Return of the Living Dead,,91.0,79.0,,0,0,,,,"$4,000,000"
Krush Groove,,43.0,81.0,,0,0,,,,"$3,000,000"
Fever Pitch,,66.0,60.0,,0,0,,,50071069.0,"$40,000,000"
Young Sherlock Holmes,,68.0,63.0,Oscars - VISUAL EFFECTS(Nominated),1,0,,Oscars - VISUAL EFFECTS(Nominated),19739000.0,"$18,000,000"
Legend,Tom Hardy,41.0,73.0,"Oscars - MAKEUP(Nominated)
BAFTAs - Film | Costume Design in 1986(Nominated)
BAFTAs - Film | Special Visual Effects in 1986(Nominated)",3,0,,"Oscars - MAKEUP(Nominated)
BAFTAs - Film | Costume Design in 1986(Nominated)
BAFTAs - Film | Special Visual Effects in 1986(Nominated)",42280444.0,"$25,000,000"
Legend,Tom Hardy,41.0,73.0,"Oscars - MAKEUP(Nominated)
BAFTAs - Film | Costume Design in 1986(Nominated)
BAFTAs - Film | Special Visual Effects in 1986(Nominated)",3,0,,"Oscars - MAKEUP(Nominated)
BAFTAs - Film | Costume Design in 1986(Nominated)
BAFTAs - Film | Special Visual Effects in 1986(Nominated)",42280444.0,"$25,000,000"
Top Gun,,57.0,83.0,"Oscars - FILM EDITING(Nominated)
Oscars - MUSIC (Original Song)(Won)
Oscars - SOUND(Nominated)
Oscars - SOUND EFFECTS EDITING(Nominated)
Golden Globes - Best Original Score - Motion Picture(Nominated)
Golden Globes - Best Original Song - Motion Picture(Won)",6,2,"Oscars - MUSIC (Original Song)(Won)
Golden Globes - Best Original Song - Motion Picture(Won)","Oscars - FILM EDITING(Nominated)
Oscars - SOUND(Nominated)
Oscars - SOUND EFFECTS EDITING(Nominated)
Golden Globes - Best Original Score - Motion Picture(Nominated)",357463748.0,"$15,000,000"
Crocodile Dundee,,89.0,59.0,"BAFTAs - Film | Original Screenplay in 1987(Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Won)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)",4,1,Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Won),"BAFTAs - Film | Original Screenplay in 1987(Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)",328203506.0,"$8,800,000"
Platoon,"Willem Dafoe, Johnny Depp",89.0,93.0,"Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - CINEMATOGRAPHY(Nominated)
Oscars - DIRECTING(Won)
Oscars - FILM EDITING(Won)
Oscars - BEST PICTURE(Won)
Oscars - SOUND(Won)
Oscars - WRITING (Screenplay Written Directly for the Screen)(Nominated)
BAFTAs - Film | Cinematography in 1988(Nominated)
BAFTAs - Film | Editing in 1988(Won)
Golden Globes - Best Motion Picture - Drama(Won)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Won)
Golden Globes - Best Director - Motion Picture(Won)
Golden Globes - Best Screenplay - Motion Picture(Nominated)",14,8,"Oscars - DIRECTING(Won)
Oscars - FILM EDITING(Won)
Oscars - BEST PICTURE(Won)
Oscars - SOUND(Won)
BAFTAs - Film | Editing in 1988(Won)
Golden Globes - Best Motion Picture - Drama(Won)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Won)
Golden Globes - Best Director - Motion Picture(Won)","Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - CINEMATOGRAPHY(Nominated)
Oscars - WRITING (Screenplay Written Directly for the Screen)(Nominated)
BAFTAs - Film | Cinematography in 1988(Nominated)
Golden Globes - Best Screenplay - Motion Picture(Nominated)",137979020.0,"$6,000,000"
Star Trek IV: The Voyage Home,,82.0,81.0,"Oscars - CINEMATOGRAPHY(Nominated)
Oscars - MUSIC (Original Score)(Nominated)
Oscars - SOUND(Nominated)
Oscars - SOUND EFFECTS EDITING(Nominated)",4,0,,"Oscars - CINEMATOGRAPHY(Nominated)
Oscars - MUSIC (Original Score)(Nominated)
Oscars - SOUND(Nominated)
Oscars - SOUND EFFECTS EDITING(Nominated)",133000000.0,"$24,000,000"
The Golden Child,,20.0,47.0,,0,0,,,79817937.0,"$12,000,000"
The Clan of the Cave Bear,,10.0,47.0,Oscars - MAKEUP(Nominated),1,0,,Oscars - MAKEUP(Nominated),,"$15,000,000"
F/X,,89.0,54.0,,0,0,,,20603715.0,"$10,000,000"
Salvador,,90.0,85.0,"Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - WRITING (Screenplay Written Directly for the Screen)(Nominated)",2,0,,"Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - WRITING (Screenplay Written Directly for the Screen)(Nominated)",,"$4,500,000"
Highlander,,70.0,79.0,,0,0,,,,"$16,000,000"
A Room with a View,,60.0,20.0,"Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - ART DIRECTION(Won)
Oscars - CINEMATOGRAPHY(Nominated)
Oscars - COSTUME DESIGN(Won)
Oscars - DIRECTING(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Screenplay Based on Material from Another Medium)(Won)",8,3,"Oscars - ART DIRECTION(Won)
Oscars - COSTUME DESIGN(Won)
Oscars - WRITING (Screenplay Based on Material from Another Medium)(Won)","Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - CINEMATOGRAPHY(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - BEST PICTURE(Nominated)",21042007.0,"$3,000,000"
