title,awards_all,nomination_count,award_count,awards_won,awards_nominated
A Beautiful Mind,"Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Won)
Oscars - DIRECTING(Won)
Oscars - FILM EDITING(Nominated)
Oscars - MAKEUP(Nominated)
Oscars - MUSIC (Original Score)(Nominated)
Oscars - BEST PICTURE(Won)
Oscars - WRITING (Screenplay Based on Material Previously Produced or Published)(Won)
Golden Globes - Best Motion Picture - Drama(Won)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama(Won)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Won)
Golden Globes - Best Director - Motion Picture(Nominated)
Golden Globes - Best Screenplay - Motion Picture(Won)
Golden Globes - Best Original Score - Motion Picture(Nominated)",14,8,"Oscars - ACTRESS IN A SUPPORTING ROLE(Won)
Oscars - DIRECTING(Won)
Oscars - BEST PICTURE(Won)
Oscars - WRITING (Screenplay Based on Material Previously Produced or Published)(Won)
Golden Globes - Best Motion Picture - Drama(Won)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama(Won)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Won)
Golden Globes - Best Screenplay - Motion Picture(Won)","Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - MAKEUP(Nominated)
Oscars - MUSIC (Original Score)(Nominated)
Golden Globes - Best Director - Motion Picture(Nominated)
Golden Globes - Best Original Score - Motion Picture(Nominated)"
A Better Life,Oscars - ACTOR IN A LEADING ROLE(Nominated),1,0,,Oscars - ACTOR IN A LEADING ROLE(Nominated)
A Boy Named Charlie Brown,Oscars - MUSIC (Original Song Score)(Nominated),1,0,,Oscars - MUSIC (Original Song Score)(Nominated)
A Boy and His Dog,Oscars - SHORT SUBJECT (Two-reel)(Won),1,1,Oscars - SHORT SUBJECT (Two-reel)(Won),
A Bridge Too Far,"BAFTAs - Film | Anthony Asquith Award for Original Film Music in 1978(Won)
BAFTAs - Film | Cinematography in 1978(Won)
BAFTAs - Film | Direction in 1978(Nominated)
BAFTAs - Film | Film in 1978(Nominated)
BAFTAs - Film | Film Editing in 1978(Nominated)
BAFTAs - Film | Production Design in 1978(Nominated)
BAFTAs - Film | Soundtrack in 1978(Won)",7,3,"BAFTAs - Film | Anthony Asquith Award for Original Film Music in 1978(Won)
BAFTAs - Film | Cinematography in 1978(Won)
BAFTAs - Film | Soundtrack in 1978(Won)","BAFTAs - Film | Direction in 1978(Nominated)
BAFTAs - Film | Film in 1978(Nominated)
BAFTAs - Film | Film Editing in 1978(Nominated)
BAFTAs - Film | Production Design in 1978(Nominated)"
A Bug's Life,"Oscars - MUSIC (Original Musical or Comedy Score)(Nominated)
Golden Globes - Best Original Score - Motion Picture(Nominated)",2,0,,"Oscars - MUSIC (Original Musical or Comedy Score)(Nominated)
Golden Globes - Best Original Score - Motion Picture(Nominated)"
A Cage of Nightingales,Oscars - WRITING (Motion Picture Story)(Nominated),1,0,,Oscars - WRITING (Motion Picture Story)(Nominated)
A Cambodian Spring,"BAFTAs - Film | Outstanding Debut by a British Writer, Director or Producer in 2019(Nominated)",1,0,,"BAFTAs - Film | Outstanding Debut by a British Writer, Director or Producer in 2019(Nominated)"
A Cat in Paris,Oscars - ANIMATED FEATURE FILM(Nominated),1,0,,Oscars - ANIMATED FEATURE FILM(Nominated)
A Certain Smile,"Oscars - ART DIRECTION(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - MUSIC (Song)(Nominated)",3,0,,"Oscars - ART DIRECTION(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - MUSIC (Song)(Nominated)"
A Chairy Tale,"Oscars - SHORT SUBJECT (Live Action)(Nominated)
BAFTAs - Film | Special Award in 1958(Won)",2,1,BAFTAs - Film | Special Award in 1958(Won),Oscars - SHORT SUBJECT (Live Action)(Nominated)
A Chance to Live,Oscars - DOCUMENTARY (Short Subject)(Won),1,1,Oscars - DOCUMENTARY (Short Subject)(Won),
A Chef in Love,Oscars - FOREIGN LANGUAGE FILM(Nominated),1,0,,Oscars - FOREIGN LANGUAGE FILM(Nominated)
A Chorus Line,"Oscars - FILM EDITING(Nominated)
Oscars - MUSIC (Original Song)(Nominated)
Oscars - SOUND(Nominated)
BAFTAs - Film | Editing in 1986(Nominated)
BAFTAs - Film | Sound in 1986(Nominated)",5,0,,"Oscars - FILM EDITING(Nominated)
Oscars - MUSIC (Original Song)(Nominated)
Oscars - SOUND(Nominated)
BAFTAs - Film | Editing in 1986(Nominated)
BAFTAs - Film | Sound in 1986(Nominated)"
A Christmas Carol,Oscars - SHORT SUBJECT (Animated)(Won),1,1,Oscars - SHORT SUBJECT (Animated)(Won),
A City Called Copenhagen,Oscars - DOCUMENTARY (Short Subject)(Nominated),1,0,,Oscars - DOCUMENTARY (Short Subject)(Nominated)
A City Decides,Oscars - DOCUMENTARY (Short Subject)(Nominated),1,0,,Oscars - DOCUMENTARY (Short Subject)(Nominated)
A Civil Action,"Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - CINEMATOGRAPHY(Nominated)",2,0,,"Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - CINEMATOGRAPHY(Nominated)"
A Clockwork Orange,"Oscars - DIRECTING(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Screenplay--based on material from another medium)(Nominated)
BAFTAs - Film | Art Direction in 1973(Nominated)
BAFTAs - Film | Cinematography in 1973(Nominated)
BAFTAs - Film | Direction in 1973(Nominated)
BAFTAs - Film | Film in 1973(Nominated)
BAFTAs - Film | Film Editing in 1973(Nominated)
BAFTAs - Film | Screenplay in 1973(Nominated)
BAFTAs - Film | Soundtrack in 1973(Nominated)",11,0,,"Oscars - DIRECTING(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Screenplay--based on material from another medium)(Nominated)
BAFTAs - Film | Art Direction in 1973(Nominated)
BAFTAs - Film | Cinematography in 1973(Nominated)
BAFTAs - Film | Direction in 1973(Nominated)
BAFTAs - Film | Film in 1973(Nominated)
BAFTAs - Film | Film Editing in 1973(Nominated)
BAFTAs - Film | Screenplay in 1973(Nominated)
BAFTAs - Film | Soundtrack in 1973(Nominated)"
A Close Shave,"Oscars - SHORT FILM (Animated)(Won)
BAFTAs - Film | Short Animation in 1996(Won)",2,2,"Oscars - SHORT FILM (Animated)(Won)
BAFTAs - Film | Short Animation in 1996(Won)",
A Complete Unknown,"Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - SOUND(Nominated)
Oscars - WRITING (Adapted Screenplay)(Nominated)",8,0,,"Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - SOUND(Nominated)
Oscars - WRITING (Adapted Screenplay)(Nominated)"
A Concerto Is a Conversation,Oscars - DOCUMENTARY (Short Subject)(Nominated),1,0,,Oscars - DOCUMENTARY (Short Subject)(Nominated)
A Cry From The Streets,BAFTAs - Film | British Screenplay in 1959(Nominated),1,0,,BAFTAs - Film | British Screenplay in 1959(Nominated)
A Cry in the Dark,Oscars - ACTRESS IN A LEADING ROLE(Nominated),1,0,,Oscars - ACTRESS IN A LEADING ROLE(Nominated)
A Damsel in Distress,"Oscars - ART DIRECTION(Nominated)
Oscars - DANCE DIRECTION(Won)",2,1,Oscars - DANCE DIRECTION(Won),Oscars - ART DIRECTION(Nominated)
A Day In The Death Of Joe Egg,BAFTAs - Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1973(Nominated),1,0,,BAFTAs - Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1973(Nominated)
A Day at the Races,Oscars - DANCE DIRECTION(Nominated),1,0,,Oscars - DANCE DIRECTION(Nominated)
A Day in the Life of Bonnie Consolo,Oscars - SHORT FILM (Live Action)(Nominated),1,0,,Oscars - SHORT FILM (Live Action)(Nominated)
A Different Approach,Oscars - SHORT FILM (Live Action)(Nominated),1,0,,Oscars - SHORT FILM (Live Action)(Nominated)
A Different Man,Oscars - MAKEUP AND HAIRSTYLING(Nominated),1,0,,Oscars - MAKEUP AND HAIRSTYLING(Nominated)
A Distant Trumpet,BAFTAs - Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1965(Nominated),1,0,,BAFTAs - Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1965(Nominated)
A Doll's House,BAFTAs - Film | Costume Design in 1974(Nominated),1,0,,BAFTAs - Film | Costume Design in 1974(Nominated)
A Double Life,"Oscars - ACTOR(Won)
Oscars - DIRECTING(Nominated)
Oscars - MUSIC (Music Score of a Dramatic or Comedy Picture)(Won)
Oscars - WRITING (Original Screenplay)(Nominated)
Golden Globes - Actor In A Leading Role(Won)",5,3,"Oscars - ACTOR(Won)
Oscars - MUSIC (Music Score of a Dramatic or Comedy Picture)(Won)
Golden Globes - Actor In A Leading Role(Won)","Oscars - DIRECTING(Nominated)
Oscars - WRITING (Original Screenplay)(Nominated)"
A Drowning Man,BAFTAs - Film | British Short Film in 2018(Nominated),1,0,,BAFTAs - Film | British Short Film in 2018(Nominated)
A Dry White Season,Oscars - ACTOR IN A SUPPORTING ROLE(Nominated),1,0,,Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
A Family Affair,"BAFTAs - Film | Documentary in 1952(Nominated)
BAFTAs - Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1952(Nominated)",2,0,,"BAFTAs - Film | Documentary in 1952(Nominated)
BAFTAs - Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1952(Nominated)"
A Fantastic Woman,Oscars - FOREIGN LANGUAGE FILM(Won),1,1,Oscars - FOREIGN LANGUAGE FILM(Won),
A Farewell to Arms,"Oscars - ART DIRECTION(Nominated)
Oscars - CINEMATOGRAPHY(Won)
Oscars - OUTSTANDING PRODUCTION(Nominated)
Oscars - SOUND RECORDING(Won)
Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)",5,2,"Oscars - CINEMATOGRAPHY(Won)
Oscars - SOUND RECORDING(Won)","Oscars - ART DIRECTION(Nominated)
Oscars - OUTSTANDING PRODUCTION(Nominated)
Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)"
A Few Good Men,"Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - SOUND(Nominated)",4,0,,"Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - SOUND(Nominated)"
A Few Notes on Our Food Problem,Oscars - DOCUMENTARY (Feature)(Nominated),1,0,,Oscars - DOCUMENTARY (Feature)(Nominated)
A Fish Called Wanda,"Oscars - ACTOR IN A SUPPORTING ROLE(Won)
Oscars - DIRECTING(Nominated)
Oscars - WRITING (Screenplay Written Directly for the Screen)(Nominated)
BAFTAs - Film | Editing in 1989(Nominated)
BAFTAs - Film | Film in 1989(Nominated)
BAFTAs - Film | Original Screenplay in 1989(Nominated)",6,1,Oscars - ACTOR IN A SUPPORTING ROLE(Won),"Oscars - DIRECTING(Nominated)
Oscars - WRITING (Screenplay Written Directly for the Screen)(Nominated)
BAFTAs - Film | Editing in 1989(Nominated)
BAFTAs - Film | Film in 1989(Nominated)
BAFTAs - Film | Original Screenplay in 1989(Nominated)"
A Fly About The House,BAFTAs - Film | Special Award in 1950(Nominated),1,0,,BAFTAs - Film | Special Award in 1950(Nominated)
A Force in Readiness,Oscars - HONORARY AWARD(Won),1,1,Oscars - HONORARY AWARD(Won),
A Foreign Affair,"Oscars - CINEMATOGRAPHY (Black-and-White)(Nominated)
Oscars - WRITING (Screenplay)(Nominated)",2,0,,"Oscars - CINEMATOGRAPHY (Black-and-White)(Nominated)
Oscars - WRITING (Screenplay)(Nominated)"
A Free Soul,"Oscars - ACTOR(Won)
Oscars - ACTRESS(Nominated)
Oscars - DIRECTING(Nominated)",3,1,Oscars - ACTOR(Won),"Oscars - ACTRESS(Nominated)
Oscars - DIRECTING(Nominated)"
A Funny Thing Happened on the Way to the Forum,Oscars - MUSIC (Scoring of Music--adaptation or treatment)(Won),1,1,Oscars - MUSIC (Scoring of Music--adaptation or treatment)(Won),
A Future For The Past,BAFTAs - Film | Specialised Film in 1972(Nominated),1,0,,BAFTAs - Film | Specialised Film in 1972(Nominated)
A Gathering of Eagles,Oscars - SOUND EFFECTS(Nominated),1,0,,Oscars - SOUND EFFECTS(Nominated)
A Girl In Black,Golden Globes - Foreign Film - Foreign Language(Won),1,1,Golden Globes - Foreign Film - Foreign Language(Won),
A Girl in the River: The Price of Forgiveness,Oscars - DOCUMENTARY (Short Subject)(Won),1,1,Oscars - DOCUMENTARY (Short Subject)(Won),
A Grand Day Out,"Oscars - SHORT FILM (Animated)(Nominated)
BAFTAs - Film | Short Animation in 1990(Won)",2,1,BAFTAs - Film | Short Animation in 1990(Won),Oscars - SHORT FILM (Animated)(Nominated)
A Great Day in Harlem,Oscars - DOCUMENTARY (Feature)(Nominated),1,0,,Oscars - DOCUMENTARY (Feature)(Nominated)
A Greek Tragedy,Oscars - SHORT FILM (Animated)(Won),1,1,Oscars - SHORT FILM (Animated)(Won),
A Gun in His Hand,Oscars - SHORT SUBJECT (Two-reel)(Nominated),1,0,,Oscars - SHORT SUBJECT (Two-reel)(Nominated)
A Guy Named Joe,Oscars - WRITING (Original Motion Picture Story)(Nominated),1,0,,Oscars - WRITING (Original Motion Picture Story)(Nominated)
A Handful of Dust,Oscars - COSTUME DESIGN(Nominated),1,0,,Oscars - COSTUME DESIGN(Nominated)
A Hard Day's Night,"Oscars - MUSIC (Scoring of Music--adaptation or treatment)(Nominated)
Oscars - WRITING (Story and Screenplay--written directly for the screen)(Nominated)",2,0,,"Oscars - MUSIC (Scoring of Music--adaptation or treatment)(Nominated)
Oscars - WRITING (Story and Screenplay--written directly for the screen)(Nominated)"
A Hatful of Rain,Oscars - ACTOR(Nominated),1,0,,Oscars - ACTOR(Nominated)
A Heart In Winter (Un Coeur En Hiver),BAFTAs - Film | Film Not in the English Language in 1994(Nominated),1,0,,BAFTAs - Film | Film Not in the English Language in 1994(Nominated)
A History of Violence,"Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - WRITING (Adapted Screenplay)(Nominated)
Golden Globes - Best Motion Picture - Drama(Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Nominated)",4,0,,"Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - WRITING (Adapted Screenplay)(Nominated)
Golden Globes - Best Motion Picture - Drama(Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Nominated)"
A Hole in the Head,Oscars - MUSIC (Song)(Won),1,1,Oscars - MUSIC (Song)(Won),
A House Is Not a Home,Oscars - COSTUME DESIGN (Black-and-White)(Nominated),1,0,,Oscars - COSTUME DESIGN (Black-and-White)(Nominated)
A House Made of Splinters,Oscars - DOCUMENTARY FEATURE FILM(Nominated),1,0,,Oscars - DOCUMENTARY FEATURE FILM(Nominated)
A Is For Autism,BAFTAs - Film | Short Animation in 1993(Nominated),1,0,,BAFTAs - Film | Short Animation in 1993(Nominated)
A Jury of Her Peers,Oscars - SHORT FILM (Dramatic Live Action)(Nominated),1,0,,Oscars - SHORT FILM (Dramatic Live Action)(Nominated)
A Kind Of Loving,"BAFTAs - Film | British Film in 1963(Nominated)
BAFTAs - Film | British Screenplay in 1963(Nominated)
BAFTAs - Film | Film From Any Source in 1963(Nominated)",3,0,,"BAFTAs - Film | British Film in 1963(Nominated)
BAFTAs - Film | British Screenplay in 1963(Nominated)
BAFTAs - Film | Film From Any Source in 1963(Nominated)"
A King's Story,Oscars - DOCUMENTARY (Feature)(Nominated),1,0,,Oscars - DOCUMENTARY (Feature)(Nominated)
A Letter to Three Wives,"Oscars - DIRECTING(Won)
Oscars - BEST MOTION PICTURE(Nominated)
Oscars - WRITING (Screenplay)(Won)",3,2,"Oscars - DIRECTING(Won)
Oscars - WRITING (Screenplay)(Won)",Oscars - BEST MOTION PICTURE(Nominated)
A Lien,Oscars - SHORT FILM (Live Action)(Nominated),1,0,,Oscars - SHORT FILM (Live Action)(Nominated)
A Life Of Her Own,Golden Globes - Best Original Score - Motion Picture(Nominated),1,0,,Golden Globes - Best Original Score - Motion Picture(Nominated)
A Little Night Music,"Oscars - COSTUME DESIGN(Nominated)
Oscars - MUSIC (Original Song Score and Its Adaptation or Adaptation Score)(Won)",2,1,Oscars - MUSIC (Original Song Score and Its Adaptation or Adaptation Score)(Won),Oscars - COSTUME DESIGN(Nominated)
A Little Princess,"Oscars - ART DIRECTION(Nominated)
Oscars - CINEMATOGRAPHY(Nominated)",2,0,,"Oscars - ART DIRECTION(Nominated)
Oscars - CINEMATOGRAPHY(Nominated)"
A Little Romance,"Oscars - MUSIC (Original Score)(Won)
Oscars - WRITING (Screenplay Based on Material from Another Medium)(Nominated)",2,1,Oscars - MUSIC (Original Score)(Won),Oscars - WRITING (Screenplay Based on Material from Another Medium)(Nominated)
A Little Vicious,Oscars - DOCUMENTARY (Short Subject)(Nominated),1,0,,Oscars - DOCUMENTARY (Short Subject)(Nominated)
A Long Way from Nowhere,Oscars - DOCUMENTARY (Short Subject)(Nominated),1,0,,Oscars - DOCUMENTARY (Short Subject)(Nominated)
A Love Song for Latasha,Oscars - DOCUMENTARY (Short Subject)(Nominated),1,0,,Oscars - DOCUMENTARY (Short Subject)(Nominated)
A Love Story,BAFTAs - Film | British Short Animation in 2017(Won),1,1,BAFTAs - Film | British Short Animation in 2017(Won),
A Majority Of One,"Golden Globes - Promoting International Understanding(Won)
Golden Globes - Picture - Comedy(Won)
Golden Globes - Actress In A Leading Role - Musical Or Comedy(Won)",3,3,"Golden Globes - Promoting International Understanding(Won)
Golden Globes - Picture - Comedy(Won)
Golden Globes - Actress In A Leading Role - Musical Or Comedy(Won)",
A Majority of One,Oscars - CINEMATOGRAPHY (Color)(Nominated),1,0,,Oscars - CINEMATOGRAPHY (Color)(Nominated)
